date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2020-08-15,574.0,253255.5,3.0,35234.0,25937.0,4433461.0,4188.684139685621,582.7478454670606,73326.61195754782
2020-08-16,629.0,253884.5,158.0,35392.0,22470.0,4455931.0,4199.087397754497,585.3610645050295,73698.2513992134
2020-08-17,477.0,254361.5,4.0,35396.0,21379.0,4477310.0,4206.976672951403,585.4272219490288,74051.8463980282
2020-08-18,320.0,254681.5,4.0,35400.0,32687.0,4509997.0,4212.26926847134,585.4933793930279,74592.46849102875
2020-08-19,401.0,255082.5,5.0,35405.0,41290.0,4551287.0,4218.901552232262,585.576076198027,75275.37870671062
2020-08-20,642.0,255724.5,7.0,35412.0,49662.0,4600949.0,4229.519821994135,585.6918517250256,76096.75645268284
2020-08-21,840.0,256564.5,6.0,35418.0,44943.0,4645892.0,4243.412885233969,585.7910878910244,76840.084954097
2020-08-22,947.0,257511.5,9.0,35427.0,46613.0,4692505.0,4259.075660100783,585.9399421400226,77611.03418838081
2020-08-23,1071.0,258582.5,3.0,35430.0,47463.0,4739968.0,4276.789315731572,585.9895602230221,78396.04187951447
2020-08-24,1209.0,259791.5,7.0,35437.0,33358.0,4773326.0,4296.785403180334,586.1053357500207,78947.76188374589
2020-08-25,953.0,260744.5,4.0,35441.0,45798.0,4819124.0,4312.547414213146,586.1714931940198,79705.23153881487
2020-08-26,876.0,261620.5,4.0,35445.0,58054.0,4877178.0,4327.0358944489735,586.2376506380191,80665.40760229743
2020-08-27,1366.0,262986.5,13.0,35458.0,57640.0,4934818.0,4349.628661574705,586.4526623310165,81618.73637032608
2020-08-28,1409.0,264395.5,5.0,35463.0,65135.0,4999953.0,4372.932621223427,586.5353591360156,82696.02764904825
2020-08-29,1460.0,265855.5,9.0,35472.0,64294.0,5064247.0,4397.08008828314,586.6842133850138,83759.40932516959
2020-08-30,1444.0,267299.5,1.0,35473.0,53541.0,5117788.0,4420.962925566855,586.7007527460136,84644.94325246004
2020-08-31,1365.0,268664.5,4.0,35477.0,42583.0,5160371.0,4443.539153331586,586.7669101900128,85349.23886191467
2020-09-01,996.0,269660.5,6.0,35483.0,54395.0,5214766.0,4460.0123568873905,586.8661463560117,86248.89740349895
2020-09-02,975.0,270635.5,8.0,35491.0,,,4476.138233862198,586.9984612440101,
2020-09-03,1326.0,271961.5,6.0,35497.0,,,4498.069426547937,587.0976974100089,
